"team_name","season","buildupplayspeed","buildupplaydribbling","buildupplaydribblingclass","buildupplaypassing","buildupplaypassingclass","buildupplaypositioningclass","chancecreationpassing","chancecreationpassingclass","chancecreationcrossing","chancecreationcrossingclass","chancecreationshooting","chancecreationshootingclass","chancecreationpositioningclass","defencepressure","defencepressureclass","defenceaggression","defenceaggressionclass","defenceteamwidth","defenceteamwidthclass","defencedefenderlineclass","draws","wins","losses"
"CD Tenerife                                                                                         ","2014",56,50,"Normal                                            ",57,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",51,"Normal                                            ",54,"Normal                                            ","Organised                                         ",52,"Medium                                            ",50,"Press                                             ",65,"Normal                                            ","Cover                                             ","0","0","0"
"CD Tenerife                                                                                         ","2015",56,50,"Normal                                            ",57,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",51,"Normal                                            ",54,"Normal                                            ","Organised                                         ",52,"Medium                                            ",50,"Press                                             ",69,"Wide                                              ","Cover                                             ","0","0","0"
"FC Thun                                                                                             ","2011",51,NULL,"Little                                            ",39,"Mixed                                             ","Organised                                         ",54,"Normal                                            ",46,"Normal                                            ",31,"Little                                            ","Organised                                         ",37,"Medium                                            ",34,"Press                                             ",46,"Normal                                            ","Cover                                             ","10","13","13"
"FC Thun                                                                                             ","2012",58,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",67,"Risky                                             ",32,"Little                                            ",66,"Normal                                            ","Organised                                         ",47,"Medium                                            ",45,"Press                                             ",53,"Normal                                            ","Cover                                             ","8","10","16"
"FC Thun                                                                                             ","2013",58,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",67,"Risky                                             ",32,"Little                                            ",66,"Normal                                            ","Organised                                         ",47,"Medium                                            ",45,"Press                                             ",53,"Normal                                            ","Cover                                             ","12","14","10"
"FC Thun                                                                                             ","2014",58,59,"Normal                                            ",35,"Mixed                                             ","Organised                                         ",64,"Normal                                            ",36,"Normal                                            ",66,"Normal                                            ","Organised                                         ",47,"Medium                                            ",45,"Press                                             ",53,"Normal                                            ","Cover                                             ","8","15","13"
"FC Thun                                                                                             ","2015",58,59,"Normal                                            ",35,"Mixed                                             ","Organised                                         ",64,"Normal                                            ",36,"Normal                                            ",66,"Normal                                            ","Organised                                         ",47,"Medium                                            ",45,"Press                                             ",53,"Normal                                            ","Cover                                             ","10","11","15"
"Torino                                                                                              ","2010",45,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",40,"Normal                                            ",30,"Little                                            ",70,"Lots                                              ","Free Form                                         ",45,"Medium                                            ",35,"Press                                             ",55,"Normal                                            ","Cover                                             ","0","0","0"
"Torino                                                                                              ","2011",45,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",40,"Normal                                            ",47,"Normal                                            ",35,"Normal                                            ","Organised                                         ",45,"Medium                                            ",45,"Press                                             ",55,"Normal                                            ","Cover                                             ","0","0","0"
"Torino                                                                                              ","2012",50,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",65,"Normal                                            ",50,"Normal                                            ","Organised                                         ",35,"Medium                                            ",45,"Press                                             ",50,"Normal                                            ","Cover                                             ","8","4","6"
"Torino                                                                                              ","2013",71,NULL,"Little                                            ",36,"Mixed                                             ","Organised                                         ",37,"Normal                                            ",72,"Lots                                              ",53,"Normal                                            ","Free Form                                         ",39,"Medium                                            ",46,"Press                                             ",52,"Normal                                            ","Cover                                             ","15","10","12"
"Torino                                                                                              ","2014",76,69,"Lots                                              ",64,"Mixed                                             ","Organised                                         ",64,"Normal                                            ",72,"Lots                                              ",53,"Normal                                            ","Organised                                         ",39,"Medium                                            ",34,"Press                                             ",52,"Normal                                            ","Cover                                             ","10","13","14"
"Torino                                                                                              ","2015",69,69,"Lots                                              ",36,"Mixed                                             ","Organised                                         ",37,"Normal                                            ",69,"Lots                                              ",53,"Normal                                            ","Organised                                         ",39,"Medium                                            ",46,"Press                                             ",52,"Normal                                            ","Cover                                             ","11","16","11"
"Tottenham Hotspur                                                                                   ","2010",70,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",65,"Normal                                            ",50,"Normal                                            ","Organised                                         ",50,"Medium                                            ",50,"Press                                             ",50,"Normal                                            ","Cover                                             ","9","19","9"
"Tottenham Hotspur                                                                                   ","2011",60,NULL,"Little                                            ",55,"Mixed                                             ","Free Form                                         ",70,"Risky                                             ",70,"Lots                                              ",70,"Lots                                              ","Organised                                         ",30,"Deep                                              ",40,"Press                                             ",60,"Normal                                            ","Cover                                             ","11","19","7"
"Tottenham Hotspur                                                                                   ","2012",44,NULL,"Little                                            ",47,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",63,"Normal                                            ",61,"Normal                                            ","Organised                                         ",43,"Medium                                            ",44,"Press                                             ",51,"Normal                                            ","Cover                                             ","9","19","12"
"Tottenham Hotspur                                                                                   ","2013",42,NULL,"Little                                            ",46,"Mixed                                             ","Organised                                         ",45,"Normal                                            ",58,"Normal                                            ",68,"Lots                                              ","Organised                                         ",63,"Medium                                            ",61,"Press                                             ",57,"Normal                                            ","Cover                                             ","10","20","7"
"Tottenham Hotspur                                                                                   ","2014",41,35,"Normal                                            ",38,"Mixed                                             ","Organised                                         ",41,"Normal                                            ",59,"Normal                                            ",62,"Normal                                            ","Organised                                         ",58,"Medium                                            ",51,"Press                                             ",56,"Normal                                            ","Cover                                             ","6","20","12"
"Tottenham Hotspur                                                                                   ","2015",47,46,"Normal                                            ",40,"Mixed                                             ","Organised                                         ",41,"Normal                                            ",41,"Normal                                            ",63,"Normal                                            ","Organised                                         ",63,"Medium                                            ",54,"Press                                             ",56,"Normal                                            ","Cover                                             ","11","19","8"
"Toulouse FC                                                                                         ","2010",35,NULL,"Little                                            ",70,"Long                                              ","Organised                                         ",45,"Normal                                            ",70,"Lots                                              ",35,"Normal                                            ","Organised                                         ",30,"Deep                                              ",45,"Press                                             ",30,"Narrow                                            ","Cover                                             ","10","13","15"
"Toulouse FC                                                                                         ","2011",65,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",50,"Normal                                            ",65,"Normal                                            ","Organised                                         ",35,"Medium                                            ",55,"Press                                             ",50,"Normal                                            ","Cover                                             ","12","14","12"
"Toulouse FC                                                                                         ","2012",49,NULL,"Little                                            ",53,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",34,"Normal                                            ",36,"Normal                                            ","Organised                                         ",36,"Medium                                            ",45,"Press                                             ",49,"Normal                                            ","Cover                                             ","9","14","15"
"Toulouse FC                                                                                         ","2013",49,NULL,"Little                                            ",53,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",34,"Normal                                            ",36,"Normal                                            ","Organised                                         ",36,"Medium                                            ",45,"Press                                             ",49,"Normal                                            ","Cover                                             ","14","12","12"
"Toulouse FC                                                                                         ","2014",49,56,"Normal                                            ",53,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",34,"Normal                                            ",57,"Normal                                            ","Organised                                         ",36,"Medium                                            ",52,"Press                                             ",49,"Normal                                            ","Cover                                             ","9","12","17"
"Toulouse FC                                                                                         ","2015",49,56,"Normal                                            ",53,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",34,"Normal                                            ",36,"Normal                                            ","Organised                                         ",36,"Medium                                            ",45,"Press                                             ",49,"Normal                                            ","Cover                                             ","11","9","18"
"ES Troyes AC                                                                                        ","2011",35,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",50,"Normal                                            ",35,"Normal                                            ","Organised                                         ",45,"Medium                                            ",45,"Press                                             ",50,"Normal                                            ","Cover                                             ","0","0","0"
"ES Troyes AC                                                                                        ","2012",49,NULL,"Little                                            ",51,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",49,"Normal                                            ",49,"Normal                                            ","Organised                                         ",43,"Medium                                            ",42,"Press                                             ",52,"Normal                                            ","Cover                                             ","7","2","10"
"ES Troyes AC                                                                                        ","2013",49,NULL,"Little                                            ",51,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",49,"Normal                                            ",49,"Normal                                            ","Organised                                         ",43,"Medium                                            ",42,"Press                                             ",52,"Normal                                            ","Cover                                             ","6","6","7"
"ES Troyes AC                                                                                        ","2014",49,48,"Normal                                            ",51,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",49,"Normal                                            ",46,"Normal                                            ","Organised                                         ",43,"Medium                                            ",42,"Press                                             ",52,"Normal                                            ","Cover                                             ","0","0","0"
"ES Troyes AC                                                                                        ","2015",49,48,"Normal                                            ",51,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",49,"Normal                                            ",46,"Normal                                            ","Organised                                         ",43,"Medium                                            ",42,"Press                                             ",52,"Normal                                            ","Cover                                             ","8","0","11"
"FC Twente                                                                                           ","2010",30,NULL,"Little                                            ",30,"Short                                             ","Organised                                         ",40,"Normal                                            ",40,"Normal                                            ",65,"Normal                                            ","Organised                                         ",30,"Deep                                              ",30,"Contain                                           ",30,"Narrow                                            ","Cover                                             ","7","23","5"
"FC Twente                                                                                           ","2011",55,NULL,"Little                                            ",55,"Mixed                                             ","Free Form                                         ",63,"Normal                                            ",62,"Normal                                            ",47,"Normal                                            ","Free Form                                         ",61,"Medium                                            ",59,"Press                                             ",54,"Normal                                            ","Cover                                             ","10","19","4"
"FC Twente                                                                                           ","2012",25,NULL,"Little                                            ",28,"Short                                             ","Organised                                         ",44,"Normal                                            ",68,"Lots                                              ",37,"Normal                                            ","Organised                                         ",62,"Medium                                            ",68,"Double                                            ",67,"Wide                                              ","Cover                                             ","7","20","8"
"FC Twente                                                                                           ","2013",35,NULL,"Little                                            ",38,"Mixed                                             ","Organised                                         ",44,"Normal                                            ",50,"Normal                                            ",41,"Normal                                            ","Free Form                                         ",34,"Medium                                            ",44,"Press                                             ",54,"Normal                                            ","Cover                                             ","14","14","6"
"FC Twente                                                                                           ","2014",38,39,"Normal                                            ",34,"Mixed                                             ","Organised                                         ",63,"Normal                                            ",65,"Normal                                            ",37,"Normal                                            ","Organised                                         ",44,"Medium                                            ",41,"Press                                             ",55,"Normal                                            ","Cover                                             ","12","15","6"
"FC Twente                                                                                           ","2015",48,40,"Normal                                            ",43,"Mixed                                             ","Organised                                         ",43,"Normal                                            ",58,"Normal                                            ",39,"Normal                                            ","Organised                                         ",44,"Medium                                            ",41,"Press                                             ",55,"Normal                                            ","Cover                                             ","7","9","18"
"Udinese                                                                                             ","2010",64,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",30,"Safe                                              ",50,"Normal                                            ",70,"Lots                                              ","Organised                                         ",35,"Medium                                            ",30,"Contain                                           ",55,"Normal                                            ","Offside Trap                                      ","10","13","16"
"Udinese                                                                                             ","2011",70,NULL,"Little                                            ",49,"Mixed                                             ","Organised                                         ",66,"Normal                                            ",50,"Normal                                            ",50,"Normal                                            ","Organised                                         ",44,"Medium                                            ",45,"Press                                             ",55,"Normal                                            ","Offside Trap                                      ","9","22","6"
"Udinese                                                                                             ","2012",75,NULL,"Little                                            ",45,"Mixed                                             ","Organised                                         ",65,"Normal                                            ",65,"Normal                                            ",50,"Normal                                            ","Organised                                         ",45,"Medium                                            ",55,"Press                                             ",50,"Normal                                            ","Cover                                             ","13","14","11"
"Udinese                                                                                             ","2013",78,NULL,"Little                                            ",63,"Mixed                                             ","Free Form                                         ",69,"Risky                                             ",78,"Lots                                              ",52,"Normal                                            ","Free Form                                         ",40,"Medium                                            ",63,"Press                                             ",57,"Normal                                            ","Cover                                             ","5","19","13"
"Udinese                                                                                             ","2014",71,71,"Lots                                              ",63,"Mixed                                             ","Organised                                         ",69,"Risky                                             ",78,"Lots                                              ",52,"Normal                                            ","Organised                                         ",40,"Medium                                            ",46,"Press                                             ",57,"Normal                                            ","Cover                                             ","10","12","15"
"Udinese                                                                                             ","2015",68,54,"Normal                                            ",63,"Mixed                                             ","Organised                                         ",69,"Risky                                             ",68,"Lots                                              ",52,"Normal                                            ","Organised                                         ",40,"Medium                                            ",57,"Press                                             ",57,"Normal                                            ","Cover                                             ","10","10","19"
"União de Leiria, SAD                                                                                ","2010",50,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",50,"Normal                                            ",50,"Normal                                            ","Organised                                         ",50,"Medium                                            ",50,"Press                                             ",50,"Normal                                            ","Cover                                             ","6","11","13"
"União de Leiria, SAD                                                                                ","2011",50,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",50,"Normal                                            ",50,"Normal                                            ","Organised                                         ",50,"Medium                                            ",50,"Press                                             ",50,"Normal                                            ","Cover                                             ","5","6","18"
"União de Leiria, SAD                                                                                ","2012",36,NULL,"Little                                            ",36,"Mixed                                             ","Organised                                         ",52,"Normal                                            ",50,"Normal                                            ",46,"Normal                                            ","Organised                                         ",53,"Medium                                            ",45,"Press                                             ",56,"Normal                                            ","Cover                                             ","4","1","12"
"Valencia CF                                                                                         ","2010",30,NULL,"Little                                            ",30,"Short                                             ","Free Form                                         ",55,"Normal                                            ",60,"Normal                                            ",70,"Lots                                              ","Organised                                         ",55,"Medium                                            ",60,"Press                                             ",60,"Normal                                            ","Offside Trap                                      ","7","21","11"
"Valencia CF                                                                                         ","2011",41,NULL,"Little                                            ",40,"Mixed                                             ","Organised                                         ",56,"Normal                                            ",55,"Normal                                            ",64,"Normal                                            ","Free Form                                         ",40,"Medium                                            ",48,"Press                                             ",54,"Normal                                            ","Cover                                             ","7","23","8"
"Valencia CF                                                                                         ","2012",20,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",38,"Normal                                            ",56,"Normal                                            ",55,"Normal                                            ","Organised                                         ",51,"Medium                                            ",38,"Press                                             ",59,"Normal                                            ","Cover                                             ","10","14","15"
"Valencia CF                                                                                         ","2013",20,NULL,"Little                                            ",35,"Mixed                                             ","Organised                                         ",38,"Normal                                            ",56,"Normal                                            ",55,"Normal                                            ","Organised                                         ",51,"Medium                                            ",38,"Press                                             ",59,"Normal                                            ","Cover                                             ","7","18","13"
"Valencia CF                                                                                         ","2014",30,45,"Normal                                            ",35,"Mixed                                             ","Organised                                         ",38,"Normal                                            ",56,"Normal                                            ",55,"Normal                                            ","Organised                                         ",51,"Medium                                            ",38,"Press                                             ",59,"Normal                                            ","Cover                                             ","12","16","9"
"Valencia CF                                                                                         ","2015",35,46,"Normal                                            ",35,"Mixed                                             ","Organised                                         ",37,"Normal                                            ",51,"Normal                                            ",58,"Normal                                            ","Organised                                         ",49,"Medium                                            ",45,"Press                                             ",53,"Normal                                            ","Cover                                             ","14","18","7"
"Valenciennes FC                                                                                     ","2010",60,NULL,"Little                                            ",70,"Long                                              ","Organised                                         ",50,"Normal                                            ",60,"Normal                                            ",60,"Normal                                            ","Organised                                         ",30,"Deep                                              ",55,"Press                                             ",30,"Narrow                                            ","Cover                                             ","13","11","14"
"Valenciennes FC                                                                                     ","2011",65,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",50,"Normal                                            ",65,"Normal                                            ",50,"Normal                                            ","Organised                                         ",45,"Medium                                            ",45,"Press                                             ",65,"Normal                                            ","Cover                                             ","16","10","12"
"Valenciennes FC                                                                                     ","2012",49,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",51,"Normal                                            ",60,"Normal                                            ",61,"Normal                                            ","Organised                                         ",43,"Medium                                            ",57,"Press                                             ",51,"Normal                                            ","Cover                                             ","7","15","16"
"Valenciennes FC                                                                                     ","2013",49,NULL,"Little                                            ",50,"Mixed                                             ","Organised                                         ",51,"Normal                                            ",76,"Lots                                              ",61,"Normal                                            ","Organised                                         ",43,"Medium                                            ",57,"Press                                             ",51,"Normal                                            ","Cover                                             ","12","7","19"
"Valenciennes FC                                                                                     ","2014",49,59,"Normal                                            ",52,"Mixed                                             ","Organised                                         ",51,"Normal                                            ",67,"Lots                                              ",56,"Normal                                            ","Organised                                         ",47,"Medium                                            ",51,"Press                                             ",46,"Normal                                            ","Cover                                             ","3","4","12"
"Valenciennes FC                                                                                     ","2015",49,59,"Normal                                            ",52,"Mixed                                             ","Organised                                         ",51,"Normal                                            ",67,"Lots                                              ",56,"Normal                                            ","Organised                                         ",47,"Medium                                            ",51,"Press                                             ",46,"Normal                                            ","Cover                                             ","0","0","0"
"Real Valladolid                                                                                     ","2010",55,NULL,"Little                                            ",40,"Mixed                                             ","Organised                                         ",45,"Normal                                            ",30,"Little                                            ",60,"Normal                                            ","Organised                                         ",30,"Deep                                              ",65,"Press                                             ",30,"Narrow                                            ","Cover                                             ","8","4","11"
"Real Valladolid                                                                                     ","2011",54,NULL,"Little                                            ",55,"Mixed                                             ","Organised                                         ",44,"Normal                                            ",60,"Normal                                            ",62,"Normal                                            ","Organised                                         ",43,"Medium                                            ",52,"Press                                             ",59,"Normal                                            ","Cover                                             ","0","0","0"
"Real Valladolid                                                                                     ","2012",55,NULL,"Little                                            ",54,"Mixed                                             ","Organised                                         ",58,"Normal                                            ",73,"Lots                                              ",41,"Normal                                            ","Organised                                         ",51,"Medium                                            ",50,"Press                                             ",60,"Normal                                            ","Cover                                             ","4","6","7"
"Real Valladolid                                                                                     ","2013",55,NULL,"Little                                            ",54,"Mixed                                             ","Organised                                         ",58,"Normal                                            ",73,"Lots                                              ",41,"Normal                                            ","Organised                                         ",51,"Medium                                            ",50,"Press                                             ",60,"Normal                                            ","Cover                                             ","12","8","18"
"Real Valladolid                                                                                     ","2014",55,44,"Normal                                            ",54,"Mixed                                             ","Organised                                         ",58,"Normal                                            ",68,"Lots                                              ",41,"Normal                                            ","Organised                                         ",51,"Medium                                            ",50,"Press                                             ",60,"Normal                                            ","Cover                                             ","9","4","8"
